age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,coffee_per_day,breaks_per_day,night_usage,distraction_score,addiction_level,productivity_score
18.0,7.0,7.09,2.06,8.883993657,582.3279442,100.0,0.0,2.0,1.0,10.867,2,1.038936883
34.0,6.26,3.25,5.52,7.586411973,228.0726364,100.0,2.0,9.0,1.0,5.814,1,77.2018323
25.0,5.48,3.77,2.47,8.478009297,161.6050712,100.0,2.0,1.0,0.0,5.419,1,25.02975146
25.0,7.0,7.9,6.75,4.058563088,163.6600344,91.3,2.0,5.0,1.0,6.305,2,18.84316202
25.0,5.64,1.83,1.74,6.038405835,272.2059216,100.0,4.0,4.0,0.0,7.638,0,33.07340228
16.0,10.33,8.79,0.12,6.517502160499999,255.8578372,51.88,2.0,4.0,1.0,5.462,2,-7.565235664
31.0,6.54,4.35,2.15,4.950946909,157.2326439,99.61,2.0,2.0,1.0,6.005,1,11.58970924
23.0,9.2,7.22,1.53,6.6482016,238.205138,77.06,2.0,2.0,1.0,8.721,2,1.249082818
16.0,7.0,1.63,4.07,5.971590269,271.8644833,100.0,0.0,3.0,0.0,5.462,1,42.77392567
38.0,10.46,6.1,1.63,4.781312426,293.0672653,75.64,4.0,4.0,1.0,10.001,1,3.445370569
29.0,9.36,7.69,6.11,5.172874309,167.7382426,96.69,4.0,7.0,1.0,6.047,2,28.1742041
27.0,4.12,2.26,1.93,8.451113195,142.376175,100.0,2.0,1.0,0.0,4.261,1,42.35366686
39.0,7.0,2.14,5.66,6.517502160499999,166.8584272,100.0,2.0,7.0,0.0,4.007,1,60.32683467
18.0,5.16,1.61,4.63,5.513599054,128.4213254,100.0,4.0,4.0,0.0,4.071,0,68.32913931
22.0,11.76,4.65,7.89,7.224882046,270.9409184,100.0,2.0,5.0,1.0,8.733,1,68.49707309
23.0,4.57,3.13,8.0,7.875397782,228.1618227,100.0,1.0,9.0,0.0,4.505,1,76.63958786
19.0,6.56,4.79,6.96,7.296787887,38.50672551,100.0,0.0,7.0,1.0,1.912,1,100.3093186
30.0,2.3,1.49,6.08,8.210290779,30.1525161,100.0,2.0,7.0,0.0,0.026,0,86.33751641
27.0,5.97,2.3,3.09,3.67167441,165.9822073,100.0,3.0,4.0,0.0,5.462,1,36.7298045
21.0,7.71,4.37,6.03,5.358512877,345.2751077,100.0,4.0,6.0,1.0,8.026,1,60.82244916
34.0,11.53,5.92,7.65,7.873286101,74.19865372,100.0,1.0,8.0,1.0,5.462,2,60.20409868
31.0,7.17,4.28,0.19,8.271273549,264.0003424,87.34,2.0,4.0,1.0,9.068,1,-3.033909258
17.0,7.0,8.38,4.3,7.073959791,171.0501534,81.43,0.0,2.0,1.0,7.045,2,-4.229928948
19.0,7.47,5.72,4.1412097370000005,3.748755651,45.63696459,97.39,3.0,3.0,1.0,5.462,2,2.450981207
27.0,2.41,0.84,4.46,6.48929163,71.26859911,100.0,4.0,2.0,0.0,1.147,0,72.21971882
27.0,5.15,4.3,3.73,3.973658635,52.22261012,98.7,3.0,3.0,0.0,2.776,1,36.179356595
21.0,7.76,4.52,4.61,7.96606421,44.63109842,100.0,1.0,4.0,1.0,3.197,1,67.12155541
23.0,11.51,8.59,4.41,4.463118668,129.2214316,88.4,3.0,3.0,1.0,6.952,2,1.179550585
20.0,10.59,4.07,7.68,4.358058142,9.912899734,100.0,2.0,5.0,1.0,3.431,1,74.04547785
31.0,4.28,3.01,4.42,6.702342117,132.5471211,100.0,2.0,2.0,0.0,3.274,1,41.42201352
30.0,4.2,1.86,6.77,6.517502160499999,117.5746914,100.0,2.0,7.0,0.0,2.349,0,81.32732391
37.0,4.01,2.26,2.56,5.986036263,152.2770853,100.0,2.0,4.0,0.0,4.277,1,15.62961945
17.0,11.22,3.48,3.5,5.470508279,327.6055326,91.74,1.0,4.0,1.0,10.36,1,12.33112405
35.0,10.53,4.12,3.76,8.123483646,221.3348971,100.0,0.0,1.0,1.0,8.537,1,52.98627204
18.0,9.75,3.46,2.23,6.189409152,237.5736149,100.0,3.0,1.0,1.0,5.462,1,8.010623495
24.0,5.93,2.63,3.04,7.207155969,228.7578373,100.0,1.0,3.0,0.0,6.093,1,50.04179777
19.0,10.56,3.771381605,4.79,5.424230353,328.0475448,100.0,4.0,3.0,1.0,5.463,1,36.5939585
35.0,6.64,4.75,4.64,5.750599818,65.09293994,100.0,3.0,1.0,1.0,3.048,1,38.76066569
36.0,4.53,1.44,5.09,7.179530829,166.6937696,100.0,1.0,7.0,0.0,3.898,0,67.76120935
24.0,7.05,4.73,2.81,6.383678041,143.349749,100.0,1.0,1.0,1.0,5.062,1,25.98811545
26.0,2.3,0.88,2.53,7.461856135,230.7635609,100.0,2.0,4.0,0.0,5.491,0,48.51467627
24.0,3.32,2.88,4.1412097370000005,7.448596394,88.52203908,100.0,1.0,2.0,0.0,2.253,1,49.7682054
27.0,10.87,9.35,1.06,7.362132291,55.31321201,79.96,2.0,3.0,1.0,6.157,2,9.316427011
25.0,9.52,4.14,2.02,6.679785653,101.6816265,99.07,1.0,3.0,1.0,6.954,1,19.2299168
36.0,6.23,3.771381605,0.34,6.236372916,75.32382941,99.8,0.0,3.0,1.0,3.993,1,4.897878111
30.0,7.17,2.27,0.58,7.361273332,38.60387184,100.0,0.0,1.0,1.0,4.471,1,40.78436716
22.0,5.7,4.9,1.95,4.59259687,140.2846788,82.36,2.0,1.0,0.0,5.305,1,36.179356595
27.0,7.0,5.78,0.16,6.276658841,229.5223944,83.48,3.0,3.0,1.0,9.197,2,1.754657883
39.0,9.84,3.21,1.96,6.815611196,157.0747932,100.0,0.0,4.0,1.0,7.512,1,23.41689217
22.0,9.63,4.87,5.24,4.048555939,108.2339511,100.0,2.0,7.0,1.0,5.143,1,37.3478453
27.0,9.23,3.771381605,0.49,7.001536118,77.26170202,100.0,1.0,4.0,1.0,6.348,1,17.39524104
16.0,4.05,2.17,3.49,7.689327811,165.9822073,100.0,0.0,1.0,0.0,5.462,1,50.63134207
26.0,5.38,3.78,7.3,8.592447036,157.4393133,100.0,2.0,9.0,0.0,2.84,1,109.7159668
24.0,6.7,3.9,6.33,8.617065632,154.029234,100.0,1.0,9.0,1.0,4.331,1,68.19615432
26.0,5.31,2.82,2.44,6.517502160499999,171.2072822,95.48,4.0,1.0,0.0,4.983,1,29.55342763
25.0,9.55,3.55,7.4,6.600730285,241.0114724,100.0,1.0,6.0,1.0,7.455,1,77.0197567
29.0,5.29,2.36,2.64,5.784077662,215.1810525,95.97,4.0,1.0,0.0,6.233,1,19.20918881
30.0,3.38,1.22,0.58,5.936588421,65.58167486,100.0,4.0,1.0,0.0,2.636,0,29.32588414
31.0,5.99,4.7,7.95,7.387131336,145.5216437,100.0,0.0,5.0,0.0,3.75,1,99.32016108
16.0,11.8,4.5,6.96,4.400247745,237.1791348,100.0,2.0,5.0,1.0,8.352,1,43.27534281
32.0,4.26,2.8,3.73,5.361751148,224.4586874,99.32,3.0,3.0,0.0,5.271,1,29.42518545
26.0,8.12,4.11,5.33,8.869404927,54.98619563,100.0,2.0,7.0,1.0,3.961,1,65.82073486
33.0,6.33,2.76,5.37,6.517502160499999,100.0539766,100.0,1.0,6.0,1.0,3.674,1,60.03505481
37.0,2.71,1.85,1.56,6.629180171,135.8311034,100.0,1.0,3.0,0.0,3.167,0,30.98680846
32.0,6.88,3.95,1.6,8.504862029,220.641113,100.0,0.0,3.0,1.0,7.26,1,22.57491778
31.0,9.02,4.87,3.76,8.619669104,221.3184939,100.0,2.0,3.0,1.0,7.602,1,28.75585407
20.0,7.13,4.68,7.29,4.588881839,191.2191541,100.0,4.0,8.0,1.0,4.638,1,40.1168233
39.0,10.72,6.38,0.08,6.076903096,165.9822073,94.27,2.0,3.0,1.0,5.462,2,4.1595322
29.0,4.89,2.36,6.26,6.44865918,268.5983693,100.0,2.0,5.0,0.0,5.767,1,68.72828733
17.0,2.86,1.82,0.46,5.652581527,170.5899895,100.0,4.0,3.0,0.0,4.652,0,1.666844701
20.0,11.37,7.98,3.83,8.166611949,158.050561,87.93,0.0,4.0,1.0,7.716,2,-5.368579555
17.0,5.78,1.83,5.1,6.451406594,23.57020105,100.0,2.0,5.0,0.0,2.0,0,69.79306147
15.0,7.76,4.5,5.49,3.881378513,272.4413745,89.8,3.0,8.0,1.0,7.693,1,54.66816102
27.0,9.92,3.32,0.47,5.633963186,57.67154947,91.06,4.0,3.0,1.0,6.819,1,0.718716658
35.0,5.24,2.16,4.1412097370000005,5.28429771,216.573025,100.0,2.0,4.0,0.0,6.195,1,34.38170638
28.0,9.16,5.83,4.1412097370000005,8.617360514,243.3093467,100.0,0.0,1.0,1.0,5.462,2,32.15475297
27.0,3.35,2.75,0.53,7.223477975,49.12103395,100.0,0.0,1.0,0.0,3.076,1,26.66215786
18.0,4.91,4.07,1.08,6.14979819,146.2250816,98.18,0.0,3.0,0.0,5.071,1,19.55443743
21.0,3.45,1.18,5.31,7.787327706,278.8658897,100.0,1.0,6.0,0.0,5.752,0,60.42254289
36.0,10.11,5.58,4.17,7.229681314,271.9438307,94.56,1.0,4.0,1.0,9.544,2,36.179356595
24.0,4.23,2.75,1.29,7.912076159,38.09194964,100.0,1.0,4.0,0.0,2.688,1,23.58725329
21.0,9.17,3.771381605,4.28,5.910844269,83.98162646,100.0,0.0,2.0,1.0,5.041,1,36.27091935
35.0,11.43,8.68,7.3,8.877107952,212.1076615,100.0,0.0,8.0,1.0,8.045,2,40.88157666
29.0,7.28,5.43,0.12,9.40128359,275.6493134,86.14,2.0,4.0,1.0,9.424,2,36.179356595
27.0,7.4,6.23,5.14,9.256458787,186.9369958,100.0,0.0,4.0,1.0,6.038,2,36.179356595
18.0,6.61,2.02,0.59,7.015463024,212.229724,98.0,0.0,1.0,1.0,7.868,1,21.87129459
37.0,5.26,2.26,0.05,8.461233355,168.1211854,100.0,2.0,2.0,0.0,6.195,1,28.42298346
37.0,6.76,5.38,1.21,6.517502160499999,241.3639574,92.09,2.0,3.0,1.0,8.277,2,5.288902273
20.0,12.045,3.771381605,3.38,9.210546701,527.7385518,97.49,0.0,3.0,1.0,8.441,2,31.16907943
38.0,11.86,9.92,6.42,8.467934958,167.1670965,95.92,2.0,6.0,1.0,8.164,2,6.08408618
34.0,11.38,3.8,2.25,8.236621483,280.1257778,98.34,2.0,2.0,1.0,10.615,1,35.62429432
19.0,10.62,6.99,5.01,8.466809808,149.0062367,100.0,2.0,7.0,1.0,6.787,2,31.49761501
34.0,16.335,6.99,3.29,5.209199143,77.31034596,98.08,1.0,4.0,1.0,4.898,2,3.322733097
26.0,6.68,2.15,1.87,4.840391084,56.26287455,100.0,4.0,2.0,1.0,4.019,1,42.62839665
15.0,8.57,5.21,4.11,5.802133752,145.2766439,100.0,2.0,2.0,1.0,6.092,2,38.27112947
22.0,10.95,7.29,6.38,6.517502160499999,180.1315606,100.0,1.0,8.0,1.0,7.501,2,39.88733662
15.0,5.93,2.46,6.66,6.517502160499999,269.0277161,100.0,2.0,6.0,0.0,6.667,1,60.08647571
19.0,11.62,5.39,6.77,5.883828513,47.04880174,100.0,1.0,5.0,1.0,4.639,2,62.24061351
36.0,6.16,4.21,2.71,6.966652314,38.87765503,100.0,0.0,1.0,1.0,3.087,1,30.93239047
20.0,8.01,4.65,6.35,7.138394665,19.95023011,100.0,1.0,7.0,1.0,2.54,1,44.91692143
35.0,9.1,7.41,1.7,8.76965405,159.5471554,88.19,2.0,1.0,1.0,7.58,2,7.317057229
17.0,11.51,5.82,4.1412097370000005,6.900646874,31.30767277,100.0,0.0,1.0,1.0,5.462,2,52.3714892
29.0,4.45,2.05,7.59,7.036064257,122.7939204,100.0,0.0,5.0,0.0,2.468,1,97.13484157
19.0,9.46,8.43,0.11,7.085706684,290.8161666,70.02,0.0,4.0,1.0,10.517,2,2.150631834
38.0,7.21,6.1,3.52,7.714449854,265.4276801,92.67,2.0,2.0,1.0,7.569,2,11.83835512
28.0,4.69,1.49,5.18,5.244678069,227.7573854,100.0,2.0,6.0,0.0,5.931,0,71.04950285
32.0,9.77,7.45,5.61,5.59556561,67.43866659,93.39,2.0,5.0,1.0,5.022,2,10.1406454
30.0,7.52,2.75,1.41,8.823337857,114.8862627,100.0,2.0,4.0,1.0,5.477,1,44.89262489
20.0,8.61,2.72,7.78,7.111047149,44.58552341,100.0,0.0,9.0,1.0,5.462,1,92.15973473
39.0,5.23,2.43,4.92,7.177951843,100.7988462,100.0,1.0,1.0,0.0,3.339,1,75.3039496
38.0,6.81,3.14,1.31,5.937326177,26.80042114,100.0,2.0,3.0,1.0,3.792,1,20.69815702
28.0,8.17,6.47,0.16,5.005002224,219.3356102,73.73,2.0,4.0,1.0,8.657,2,3.496872437
38.0,6.05,4.39,6.27,6.671546252,104.9908082,100.0,1.0,6.0,1.0,3.204,1,50.13386307
22.0,3.98,3.54,0.64,4.397640122,137.6931003,90.56,4.0,3.0,0.0,4.698,1,-2.735410461
21.0,11.62,8.45,1.13,6.092468515,69.3397021,80.04,1.0,3.0,1.0,6.871,2,-7.717763508
22.0,7.11,3.92,4.6,6.080014194,13.72550784,100.0,2.0,2.0,1.0,2.915,1,27.60224628
27.0,9.34,3.771381605,4.83,6.517502160499999,165.9822073,100.0,0.0,4.0,1.0,5.462,2,28.32332311
20.0,7.0,5.5,5.5,7.062991269,169.1619075,100.0,2.0,6.0,0.0,5.462,2,52.72669367
32.0,5.55,4.03,3.15,8.290915922,66.97983611,100.0,1.0,2.0,0.0,2.77,1,42.30345803
16.0,6.07,4.6,6.19,7.407865665,163.0549288,100.0,2.0,7.0,1.0,4.378,1,46.2286201
22.0,6.09,5.26,7.79,8.683871315,84.77264726,100.0,2.0,9.0,1.0,1.208,2,94.53672895
25.0,7.44,2.74,2.17,6.517502160499999,192.6607922,100.0,2.0,4.0,1.0,6.589,1,39.72729486
15.0,7.43,5.37,5.62,7.777125862,123.3107173,100.0,1.0,6.0,1.0,4.529,2,33.26609103
36.0,6.97,5.65,7.43,4.869097261,140.1217048,100.0,4.0,8.0,1.0,4.016,2,54.8963097
20.0,3.35,2.92,5.49,4.919502559,171.7528163,100.0,3.0,9.0,0.0,3.148,1,47.70317852
30.0,6.96,2.97,5.45,6.675915537,50.98990635,100.0,0.0,8.0,1.0,2.805,1,58.33051712
34.0,3.69,2.22,1.79,5.640584971,194.9737432,100.0,2.0,4.0,0.0,5.008,1,20.40344661
26.0,3.26,2.31,4.28,6.517502160499999,91.27415195,100.0,2.0,2.0,0.0,2.026,1,66.07509124
25.0,11.33,5.08,4.5,6.252384714,86.40377967,100.0,1.0,1.0,1.0,5.815,2,43.47893197
24.0,8.05,5.32,5.6,8.066722073,75.2193166,100.0,1.0,8.0,1.0,4.645,1,45.9869758
17.0,8.59,3.9,7.97,8.314394889,206.7692396,100.0,2.0,5.0,1.0,6.584,1,36.179356595
27.0,6.02,3.771381605,0.27,4.829862361,245.0617313,78.74,4.0,2.0,1.0,7.929,1,6.685042673
17.0,11.09,6.26,0.52,6.517502160499999,86.04886049,94.89,0.0,4.0,1.0,6.929,2,4.784924766
29.0,8.38,5.17,0.62,7.239541704,198.2672375,88.47,0.0,3.0,1.0,8.064,2,10.86241425
30.0,9.69,5.52,5.94,4.975287401,271.4351015,100.0,4.0,7.0,1.0,8.863,2,27.516127
27.0,5.69,3.39,1.09,5.194188633,211.2127854,91.05,4.0,3.0,0.0,7.078,1,36.179356595
31.0,11.6,5.56,4.98,8.042005543,175.9654324,100.0,0.0,2.0,1.0,7.946,2,55.05453697
17.0,10.2,4.03,2.6,8.354965746,121.7450475,100.0,2.0,2.0,1.0,6.48,1,35.26879512
34.0,10.54,3.46,3.66,8.083687799,299.6872609,100.0,0.0,4.0,1.0,9.972,1,60.22731461
25.0,3.72,1.55,4.1412097370000005,6.183344592,115.9033741,100.0,1.0,2.0,0.0,3.661,0,45.28369121
35.0,4.71,3.06,6.93,6.326317862,92.08510217,100.0,2.0,5.0,0.0,2.156,1,65.84470259
33.0,4.86,3.75,4.69,6.595091275,115.3292027,100.0,2.0,2.0,0.0,3.163,1,41.76736645
36.0,4.71,1.89,7.56,5.8686366,37.88935602,100.0,2.0,5.0,0.0,0.587,0,104.2935202
25.0,10.55,3.85,4.6,6.464487513,184.8408488,100.0,2.0,4.0,1.0,7.395,1,36.20882826
30.0,2.32,1.74,0.99,5.256260328,64.39579872,99.0,4.0,3.0,0.0,2.503,0,22.72746779
35.0,2.76,1.33,1.37,8.512525595,64.47162426,100.0,1.0,1.0,0.0,1.929,0,60.74939344
17.0,4.74,3.771381605,7.91,7.791651921,208.0866895,100.0,2.0,6.0,0.0,4.197,1,94.23567354
36.0,4.0,2.91,5.8,7.170388623,221.6726641,100.0,2.0,5.0,0.0,4.72,1,65.57130283
20.0,4.32,2.14,0.39,8.185949031,310.1702125,95.97,2.0,3.0,0.0,7.983,1,5.755766562
28.0,9.98,4.73,5.63,5.779450375,61.20219087,100.0,2.0,9.0,1.0,4.221,1,40.07294881
38.0,7.63,4.69,3.3,4.316262722,110.13284,98.13,2.0,4.0,1.0,4.905,1,22.21474145
32.0,7.0,0.72,2.46,8.714944444,223.2110842,100.0,1.0,2.0,0.0,4.872,0,51.81662019
31.0,6.29,2.33,1.23,8.605481826,175.5276992,100.0,0.0,3.0,1.0,5.916,1,55.99554319
18.0,6.08,2.47,6.72,6.798904233,290.9390271,100.0,0.0,6.0,1.0,5.462,1,71.30613911
37.0,3.14,2.4,0.51,4.441003274,169.9735645,96.73,4.0,2.0,0.0,5.237,1,7.719730182
29.0,8.76,5.33,2.32,7.793931317,172.5264229,89.42,0.0,1.0,1.0,7.184,2,7.195828637
25.0,9.02,2.76,2.45,4.975183395,242.1999929,96.66,4.0,4.0,1.0,8.735,1,22.05868564
17.0,9.21,6.48,1.29,7.168494523,196.4361119,87.96,1.0,1.0,1.0,8.178,2,-3.133502126
17.0,9.28,5.14,4.07,4.975654803,278.7859686,97.69,3.0,2.0,1.0,8.739,1,15.26824891
30.0,2.0,1.21,0.09,8.387774161,221.5750732,100.0,2.0,2.0,0.0,4.593,0,39.79135394
19.0,11.54,4.94,2.41,6.107501958,191.2709553,99.07,0.0,2.0,1.0,8.687,1,17.89604695
35.0,10.14,6.4,7.47,8.49198313,239.6496529,100.0,2.0,5.0,1.0,7.569,2,59.24098917
24.0,11.04,9.8,2.48,5.391434609,81.64369237,64.77,4.0,1.0,1.0,6.676,2,-6.471664321
33.0,2.16,0.74,2.88,6.154363602,241.3311448,100.0,2.0,3.0,0.0,4.676,0,58.69556474
39.0,11.34,5.33,3.79,8.856832229,260.0255419,100.0,1.0,1.0,1.0,9.233,2,43.74395599
18.0,15.15,4.5,4.49,5.152295653,440.6050086,95.65,2.0,2.0,1.0,8.543,1,39.11382534
33.0,10.37,4.66,6.47,6.253316447,206.3859298,100.0,1.0,5.0,1.0,7.484,1,49.99146995
25.0,2.93,1.54,1.52,5.546162261,218.806888,93.08,3.0,3.0,0.0,5.229,0,19.83109717
16.0,9.39,7.43,6.97,7.377859622,308.973883,97.62,2.0,5.0,1.0,8.364,2,59.83977083
24.0,11.6,9.83,4.1412097370000005,4.22813742,270.3307237,63.68,3.0,8.0,1.0,9.562,2,-4.996753911
25.0,8.79,3.7,5.78,5.900198678,210.3924475,100.0,0.0,9.0,1.0,6.881,1,54.02157089
39.0,7.71,4.82,0.69,7.274883998,280.0090793,84.89,1.0,4.0,1.0,9.448,1,1.388693352
34.0,11.46,7.82,0.17,5.390747552,165.9822073,78.81,2.0,3.0,1.0,8.139,2,-3.859472089
30.0,6.43,3.94,4.75,4.608257037,215.4301065,94.91,4.0,2.0,1.0,6.25,1,24.45123737
33.0,7.99,4.48,6.91,7.972239513,199.5276653,100.0,1.0,9.0,1.0,5.982,1,79.53710879
37.0,6.76,2.81,4.68,6.228139121,240.5597223,100.0,1.0,4.0,1.0,6.696,1,54.09722841
38.0,11.33,6.72,1.71,3.901814234,133.0624438,79.31,2.0,4.0,1.0,7.352,2,4.331597069
25.0,2.76,1.49,0.72,6.740278803,238.0213886,100.0,2.0,4.0,0.0,5.504,0,30.46087786
28.0,7.01,5.45,5.6,7.746506907,26.86874724,100.0,0.0,7.0,1.0,2.985,2,43.94372165
16.0,8.87,6.72,5.77,4.7929229,208.7194909,89.1,4.0,8.0,1.0,7.024,2,23.57174221
37.0,9.92,3.77,1.38,6.604142461,107.0049392,100.0,1.0,3.0,1.0,6.506,1,17.05836219
19.0,7.83,3.771381605,0.23,7.98964023,227.5874004,100.0,1.0,4.0,1.0,8.566,1,18.31155687
19.0,11.09,9.37,3.27,4.127537706,108.9718066,73.84,2.0,1.0,1.0,6.824,2,-3.383738983
33.0,11.42,7.1,4.66,4.295458972,181.3429563,95.96,4.0,4.0,1.0,8.132,2,-1.918519116
35.0,2.64,2.15,5.65,6.421250988,81.37622015,100.0,1.0,6.0,0.0,0.865,1,68.55441153
26.0,6.02,2.02,6.48,7.647317934,153.2899991,100.0,0.0,9.0,1.0,4.086,1,76.46170606
32.0,2.23,1.37,4.88,4.600123677,87.00051606,100.0,4.0,4.0,0.0,1.571,1,67.35478272
18.0,7.0,3.3,0.89,7.253024349,241.9191623,98.47,0.0,1.0,0.0,7.398,1,22.22609435
36.0,7.37,6.02,5.46,7.333703832,56.71643716,100.0,0.0,7.0,1.0,3.207,2,33.11512681
31.0,11.11,3.98,7.87,5.226862304,71.94976725,100.0,4.0,5.0,1.0,4.654,1,78.57730099
24.0,10.47,4.65,7.24,6.420315649,188.7214898,100.0,0.0,7.0,1.0,6.463,1,75.98749239
34.0,3.27,1.78,6.97,9.051213767,199.7522189,100.0,0.0,5.0,0.0,3.684,0,97.68002689
20.0,2.93,2.4,2.42,5.681933359,200.6567179,100.0,3.0,3.0,0.0,4.839,1,14.52375279
39.0,7.89,6.81,6.01,6.925829696,160.9760043,100.0,1.0,6.0,1.0,5.222,2,28.41647898
27.0,7.32,6.56,6.81,7.013001013,189.6734752,100.0,0.0,7.0,1.0,5.457,2,47.36087637
27.0,4.66,4.08,5.43,4.967182702,286.3621465,96.7,3.0,7.0,0.0,6.461,1,35.09734656
25.0,10.99,3.34,2.0,4.046775923,127.497448,99.69,3.0,4.0,1.0,7.575,1,7.015109131
32.0,11.27,3.7,7.63,4.189817391,223.2515447,100.0,3.0,9.0,1.0,8.146,1,36.179356595
37.0,6.03,2.34,3.61,5.434416203,74.32348195,100.0,4.0,3.0,1.0,3.092,1,32.89988013
36.0,10.9,5.55,1.04,4.757369334,232.9435826,71.97,3.0,4.0,1.0,10.358,2,6.147857996
32.0,5.84,4.66,0.88,8.606185278,269.8137057,91.68,0.0,4.0,0.0,7.456,1,4.798004955
38.0,9.37,7.83,5.18,9.080424001,166.7378693,97.59,2.0,5.0,1.0,6.431,2,47.31488554
37.0,10.14,2.79,3.5,5.256994042,370.5650484,100.0,4.0,1.0,1.0,5.99,1,38.2843591
25.0,3.23,2.17,0.76,6.481330176,302.5285229,94.88,0.0,2.0,0.0,6.947,1,16.69442767
35.0,11.28,9.59,5.92,4.32527115,186.8850242,79.06,4.0,9.0,1.0,8.044,2,-5.202411479
26.0,6.54,3.78,6.39,4.526418386,292.1564037,100.0,2.0,9.0,1.0,7.013,1,51.22513615
19.0,9.34,3.38,5.8,5.301567617,250.4410428,100.0,2.0,6.0,1.0,7.75,1,43.14724817
37.0,5.67,3.26,1.62,6.517502160499999,195.1053098,93.54,3.0,2.0,0.0,6.209,1,-2.275362361
23.0,2.19,1.15,5.52,9.438680991,93.93521889,100.0,2.0,6.0,0.0,1.659,0,103.2994331
39.0,3.01,1.95,0.09,6.11271711,118.2192173,94.15,2.0,1.0,0.0,3.978,0,10.82212929
23.0,6.96,3.92,2.44,6.517502160499999,251.1693935,100.0,0.0,3.0,1.0,8.028,1,25.91830593
36.0,8.9,2.76,3.19,4.596992697,71.6142304,100.0,3.0,3.0,1.0,4.733,1,23.86808518
24.0,5.35,4.8,6.68,3.383940135,256.9603699,93.06,2.0,5.0,0.0,6.211,1,44.12647477
36.0,8.95,5.6,3.12,8.794584564,121.5579292,100.0,0.0,2.0,1.0,5.639,2,22.57953783
33.0,8.99,5.25,0.09,3.978133376,87.862367,82.65,2.0,3.0,1.0,6.788,1,-2.752911757
15.0,9.04,7.89,4.1412097370000005,7.827370646,295.3546577,91.5,2.0,3.0,1.0,5.462,2,-7.837934259
21.0,6.93,2.73,3.99,4.312054999,93.30666628,100.0,4.0,4.0,1.0,3.908,1,45.19594171
18.0,11.15,4.61,7.59,7.127397668,99.28772123,100.0,2.0,8.0,1.0,5.738,1,36.179356595
15.0,6.89,5.41,7.53,8.982754017,293.001215,100.0,1.0,7.0,1.0,6.646,2,61.77767014
29.0,6.5,2.97,1.45,5.137071473,42.73742546,100.0,3.0,2.0,1.0,3.215,1,11.69413041
22.0,3.99,3.11,1.48,6.214480663,211.2240476,100.0,0.0,4.0,0.0,5.011,1,28.70603345
26.0,5.08,2.35,1.31,7.59149525,165.9822073,98.2,2.0,1.0,1.0,5.462,1,19.39131249
36.0,2.42,0.77,6.31,3.826961855,36.75174241,100.0,3.0,8.0,0.0,0.397,0,77.1727232
36.0,8.34,5.09,0.05,7.814742265,47.41683997,100.0,2.0,2.0,1.0,5.075,2,1.44425539
32.0,4.49,1.88,1.02,3.921680255,246.5155864,95.5,3.0,2.0,0.0,6.799,0,0.736117643
29.0,5.04,3.8,4.3,5.157943292,217.5475218,99.71,3.0,1.0,0.0,5.35,1,27.18651037
31.0,9.71,6.65,1.98,4.566048621,198.7289791,83.7,4.0,4.0,1.0,7.821,2,-6.636015466
28.0,5.27,4.5,0.74,8.7059162,75.11782864,91.43,2.0,3.0,0.0,4.173,1,26.45884134
28.0,4.42,3.771381605,2.88,5.376490023,178.1954763,100.0,2.0,1.0,0.0,5.026,1,10.7525759
32.0,3.69,1.51,2.19,4.140891775,280.5277962,96.8,2.0,4.0,0.0,6.728,0,21.87347015
34.0,9.75,7.61,4.09,7.068119182,127.3817481,90.57,1.0,3.0,1.0,6.068,2,-3.17198631
32.0,3.3,2.26,7.83,5.544425877,223.2740936,100.0,3.0,7.0,0.0,5.462,1,81.53099106
30.0,9.81,4.59,0.99,5.824981203,569.2110831,87.35,1.0,1.0,1.0,8.533,1,0.768433723
15.0,7.07,5.65,2.98,4.759705515,31.19449699,89.83,2.0,1.0,1.0,3.441,2,-0.287204696
37.0,8.87,5.71,7.46,7.468319196,63.13301656,100.0,1.0,5.0,1.0,3.477,2,76.47369738
25.0,8.33,3.771381605,7.01,6.29961443,286.7849629,100.0,1.0,6.0,1.0,7.962,1,34.19603366
29.0,10.11,6.89,3.15,5.809830417,191.9471882,84.8,3.0,3.0,1.0,7.91,2,16.1860638
26.0,2.45,1.17,5.59,4.60170469,210.1325356,100.0,3.0,7.0,0.0,3.488,0,70.62189082
22.0,4.96,2.03,0.7,7.528375347,237.5189995,100.0,0.0,1.0,0.0,7.11,1,12.7949988
36.0,4.8,3.22,5.7,6.517502160499999,43.64112029,100.0,1.0,8.0,0.0,1.55,1,90.23076458
34.0,3.46,1.52,7.78,6.517502160499999,102.2515061,100.0,2.0,5.0,0.0,1.456,0,85.93743798
20.0,4.89,1.7,4.3,4.563504642,66.50366459,100.0,3.0,2.0,0.0,2.735,0,40.16375402
17.0,5.1,1.53,3.99,4.95607259,129.8365082,100.0,3.0,4.0,0.0,4.173,0,37.37794277
38.0,7.22,4.8,1.5,8.143612489,0.0,91.99,0.0,3.0,1.0,3.64,1,14.26884287
27.0,8.64,4.47,5.07,9.556915323,171.2168518,100.0,0.0,6.0,1.0,6.259,1,53.82181769
27.0,5.81,4.37,4.72,3.699897634,114.12554,100.0,3.0,3.0,0.0,3.589,1,41.35930243
